time,ax,ay,az,floor
0,0,0,0,11
0.01,0,0,0,11
0.02,0,0,0,11
0.03,0,0,0,11
0.04,0,0,0,11
0.05,0,0,0,11
0.06,0,0,0,11
0.07,0,0,0,11
0.08,0,0,0,11
0.09,0,0,0,11
0.1,0,0,0,11
0.11,0,0,0,11
0.12,0,0,0,11
0.13,0,0,0,11
0.14,0,0,0,11
0.15,0,0,0,11
0.16,0,0,0,11
0.17,0,0,0,11
0.18,0,0,0,11
0.19,0,0,0,11
0.2,0,0,0,11
0.21,0,0,0,11
0.22,0,0,0,11
0.23,0,0,0,11
0.24,0,0,0,11
0.25,0,0,0,11
0.26,0,0,0,11
0.27,0,0,0,11
0.28,0,0,0,11
0.29,0,0,0,11
0.3,0,0,0,11
0.31,0,0,0,11
0.32,0,0,0,11
0.33,0,0,0,11
0.34,0,0,0,11
0.35,0,0,0,11
0.36,0,0,0,11
0.37,0,0,0,11
0.38,0,0,0,11
0.39,0,0,0,11
0.4,0,0,0,11
0.41,0,0,0,11
0.42,0,0,0,11
0.43,0,0,0,11
0.44,0,0,0,11
0.45,0,0,0,11
0.46,0,0,0,11
0.47,0,0,0,11
0.48,0,0,0,11
0.49,0,0,0,11
0.5,0,0,0,11
0.51,0,0,0,11
0.52,0,0,0,11
0.53,0,0,0,11
0.54,0,0,0,11
0.55,0,0,0,11
0.56,0,0,0,11
0.57,0,0,0,11
0.58,0,0,0,11
0.59,0,0,0,11
0.6,0,0,0,11
0.61,0,0,0,11
0.62,0,0,0,11
0.63,0,0,0,11
0.64,0,0,0,11
0.65,0,0,0,11
0.66,0,0,0,11
0.67,0,0,0,11
0.68,0,0,0,11
0.69,0,0,0,11
0.7,0,0,0,11
0.71,0,0,0,11
0.72,0,0,0,11
0.73,0,0,0,11
0.74,0,0,0,11
0.75,0,0,0,11
0.76,0,0,0,11
0.77,0,0,0,11
0.78,0,0,0,11
0.79,0,0,0,11
0.8,0,0,0,11
0.81,0,0,0,11
0.82,0,0,0,11
0.83,0,0,0,11
0.84,0,0,0,11
0.85,0,0,0,11
0.86,0,0,0,11
0.87,0,0,0,11
0.88,0,0,0,11
0.89,0,0,0,11
0.9,0,0,0,11
0.91,0,0,0,11
0.92,0,0,0,11
0.93,0,0,0,11
0.94,0,0,0,11
0.95,0,0,0,11
0.96,0,0,0,11
0.97,0,0,0,11
0.98,0,0,0,11
0.99,0,0,0,11
1,0,0,0,11
1.01,0,0,0,11
1.02,0,0,0,11
1.03,0,0,0,11
1.04,0,0,0,11
1.05,0,0,0,11
1.06,0,0,0,11
1.07,0,0,0,11
1.08,0,0,0,11
1.09,0,0,0,11
1.1,0,0,0,11
1.11,0,0,0,11
1.12,0,0,0,11
1.13,0,0,0,11
1.14,0,0,0,11
1.15,0,0,0,11
1.16,0,0,0,11
1.17,0,0,0,11
1.18,0,0,0,11
1.19,0,0,0,11
1.2,0,0,0,11
1.21,0,0,0,11
1.22,0,0,0,11
1.23,0,0,0,11
1.24,0,0,0,11
1.25,0,0,0,11
1.26,0,0,0,11
1.27,0,0,0,11
1.28,0,0,0,11
1.29,0,0,0,11
1.3,0,0,0,11
1.31,0,0,0,11
1.32,0,0,0,11
1.33,0,0,0,11
1.34,0,0,0,11
1.35,0,0,0,11
1.36,0,0,0,11
1.37,0,0,0,11
1.38,0,0,0,11
1.39,0,0,0,11
1.4,0,0,0,11
1.41,0,0,0,11
1.42,0,0,0,11
1.43,0,0,0,11
1.44,0,0,0,11
1.45,0,0,0,11
1.46,0,0,0,11
1.47,0,0,0,11
1.48,0,0,0,11
1.49,0,0,0,11
1.5,0,0,0,11
1.51,0,0,0,11
1.52,0,0,0,11
1.53,0,0,0,11
1.54,0,0,0,11
1.55,0,0,0,11
1.56,0,0,0,11
1.57,0,0,0,11
1.58,0,0,0,11
1.59,0,0,0,11
1.6,0,0,0,11
1.61,0,0,0,11
1.62,0,0,0,11
1.63,0,0,0,11
1.64,0,0,0,11
1.65,0,0,0,11
1.66,0,0,0,11
1.67,0,0,0,11
1.68,0,0,0,11
1.69,0,0,0,11
1.7,0,0,0,11
1.71,0,0,0,11
1.72,0,0,0,11
1.73,0,0,0,11
1.74,0,0,0,11
1.75,0,0,0,11
1.76,0,0,0,11
1.77,0,0,0,11
1.78,0,0,0,11
1.79,0,0,0,11
1.8,0,0,0,11
1.81,0,0,0,11
1.82,0,0,0,11
1.83,0,0,0,11
1.84,0,0,0,11
1.85,0,0,0,11
1.86,0,0,0,11
1.87,0,0,0,11
1.88,0,0,0,11
1.89,0,0,0,11
1.9,0,0,0,11
1.91,0,0,0,11
1.92,0,0,0,11
1.93,0,0,0,11
1.94,0,0,0,11
1.95,0,0,0,11
1.96,0,0,0,11
1.97,0,0,0,11
1.98,0,0,0,11
1.99,0,0,0,11
2,0,0,0,11
2.01,0,0,0,11
2.02,0,0,0,11
2.03,0,0,0,11
2.04,0,0,0,11
2.05,0,0,0,11
2.06,0,0,0,11
2.07,0,0,0,11
2.08,0,0,0,11
2.09,0,0,0,11
2.1,0,0,0,11
2.11,0,0,0,11
2.12,0,0,0,11
2.13,0,0,0,11
2.14,0,0,0,11
2.15,0,0,0,11
2.16,0,0,0,11
2.17,0,0,0,11
2.18,0,0,0,11
2.19,0,0,0,11
2.2,0,0,0,11
2.21,0,0,0,11
2.22,0,0,0,11
2.23,0,0,0,11
2.24,0,0,0,11
2.25,0,0,0,11
2.26,0,0,0,11
2.27,0,0,0,11
2.28,0,0,0,11
2.29,0,0,0,11
2.3,0,0,0,11
2.31,0,0,0,11
2.32,0,0,0,11
2.33,0,0,0,11
2.34,0,0,0,11
2.35,0,0,0,11
2.36,0,0,0,11
2.37,0,0,0,11
2.38,0,0,0,11
2.39,0,0,0,11
2.4,0,0,0,11
2.41,0,0,0,11
2.42,0,0,0,11
2.43,0,0,0,11
2.44,0,0,0,11
2.45,0,0,0,11
2.46,0,0,0,11
2.47,0,0,0,11
2.48,0,0,0,11
2.49,0,0,0,11
2.5,0,0,0,11
2.51,0,0,0,11
2.52,0,0,0,11
2.53,0,0,0,11
2.54,0,0,0,11
2.55,0,0,0,11
2.56,0,0,0,11
2.57,0,0,0,11
2.58,0,0,0,11
2.59,0,0,0,11
2.6,0,0,0,11
2.61,0,0,0,11
2.62,0,0,0,11
2.63,0,0,0,11
2.64,0,0,0,11
2.65,0,0,0,11
2.66,0,0,0,11
2.67,0,0,0,11
2.68,0,0,0,11
2.69,0,0,0,11
2.7,0,0,0,11
2.71,0,0,0,11
2.72,0,0,0,11
2.73,0,0,0,11
2.74,0,0,0,11
2.75,0,0,0,11
2.76,0,0,0,11
2.77,0,0,0,11
2.78,0,0,0,11
2.79,0,0,0,11
2.8,0,0,0,11
2.81,0,0,0,11
2.82,0,0,0,11
2.83,0,0,0,11
2.84,0,0,0,11
2.85,0,0,0,11
2.86,0,0,0,11
2.87,0,0,0,11
2.88,0,0,0,11
2.89,0,0,0,11
2.9,0,0,0,11
2.91,0,0,0,11
2.92,0,0,0,11
2.93,0,0,0,11
2.94,0,0,0,11
2.95,0,0,0,11
2.96,0,0,0,11
2.97,0,0,0,11
2.98,0,0,0,11
2.99,0,0,0,11
3,0,0,0,11
3.01,0,0,0,11
3.02,0,0,0,11
3.03,0,0,0,11
3.04,0,0,0,11
3.05,0,0,0,11
3.06,0,0,0,11
3.07,0,0,0,11
3.08,0,0,0,11
3.09,0,0,0,11
3.1,0,0,0,11
3.11,0,0,0,11
3.12,0,0,0,11
3.13,0,0,0,11
3.14,0,0,0,11
3.15,0,0,0,11
3.16,0,0,0,11
3.17,0,0,0,11
3.18,0,0,0,11
3.19,0,0,0,11
3.2,0,0,0,11
3.21,0,0,0,11
3.22,0,0,0,11
3.23,0,0,0,11
3.24,0,0,0,11
3.25,0,0,0,11
3.26,0,0,0,11
3.27,0,0,0,11
3.28,0,0,0,11
3.29,0,0,0,11
3.3,0,0,0,11
3.31,0,0,0,11
3.32,0,0,0,11
3.33,0,0,0,11
3.34,0,0,0,11
3.35,0,0,0,11
3.36,0,0,0,11
3.37,0,0,0,11
3.38,0,0,0,11
3.39,0,0,0,11
3.4,0,0,0,11
3.41,0,0,0,11
3.42,0,0,0,11
3.43,0,0,0,11
3.44,0,0,0,11
3.45,0,0,0,11
3.46,0,0,0,11
3.47,0,0,0,11
3.48,0,0,0,11
3.49,0,0,0,11
3.5,0,0,0,11
3.51,0,0,0,11
3.52,0,0,0,11
3.53,0,0,0,11
3.54,0,0,0,11
3.55,0,0,0,11
3.56,0,0,0,11
3.57,0,0,0,11
3.58,0,0,0,11
3.59,0,0,0,11
3.6,0,0,0,11
3.61,0,0,0,11
3.62,0,0,0,11
3.63,0,0,0,11
3.64,0,0,0,11
3.65,0,0,0,11
3.66,0,0,0,11
3.67,0,0,0,11
3.68,0,0,0,11
3.69,0,0,0,11
3.7,0,0,0,11
3.71,0,0,0,11
3.72,0,0,0,11
3.73,0,0,0,11
3.74,0,0,0,11
3.75,0,0,0,11
3.76,0,0,0,11
3.77,0,0,0,11
3.78,0,0,0,11
3.79,0,0,0,11
3.8,0,0,0,11
3.81,0,0,0,11
3.82,0,0,0,11
3.83,0,0,0,11
3.84,0,0,0,11
3.85,0,0,0,11
3.86,0,0,0,11
3.87,0,0,0,11
3.88,0,0,0,11
3.89,0,0,0,11
3.9,0,0,0,11
3.91,0,0,0,11
3.92,0,0,0,11
3.93,0,0,0,11
3.94,0,0,0,11
3.95,0,0,0,11
3.96,0,0,0,11
3.97,0,0,0,11
3.98,0,0,0,11
3.99,0,0,0,11
4,0,0,0,11
4.01,0,0,0,11
4.02,0,0,0,11
4.03,0,0,0,11
4.04,0,0,0,11
4.05,0,0,0,11
4.06,0,0,0,11
4.07,0,0,0,11
4.08,0,0,0,11
4.09,0,0,0,11
4.1,0,0,0,11
4.11,0,0,0,11
4.12,0,0,0,11
4.13,0,0,0,11
4.14,0,0,0,11
4.15,0,0,0,11
4.16,0,0,0,11
4.17,0,0,0,11
4.18,0,0,0,11
4.19,0,0,0,11
4.2,0,0,0,11
4.21,0,0,0,11
4.22,0,0,0,11
4.23,0,0,0,11
